orderId,userId,shopId,totalAmount,orderStatus,createdAt
7495,7801,1303,221000,COMPLETED,2026-01-23T15:07:16.640
7496,827,359,144000,CREATED,2026-01-17T15:07:16.640
7497,8145,53,145000,CREATED,2026-01-01T15:07:16.640
7498,6450,1014,240000,PAID,2026-01-05T15:07:16.640
7499,3530,281,70000,PAID,2026-01-04T15:07:16.640
7500,6139,229,151000,COMPLETED,2025-12-30T15:07:16.640
7501,2766,1966,243000,PAID,2026-01-18T15:07:16.640
7502,360,449,150000,CREATED,2026-01-24T15:07:16.640
7503,7601,564,246000,CREATED,2026-01-12T15:07:16.640
7504,6630,449,68000,SHIPPING,2025-12-31T15:07:16.640
7505,9339,1278,76000,CREATED,2026-01-17T15:07:16.640
7506,9699,72,79000,CREATED,2026-01-25T15:07:16.640
7507,3861,378,147000,COMPLETED,2026-01-11T15:07:16.640
7508,7523,743,87000,COMPLETED,2026-01-21T15:07:16.640
7509,864,645,177000,CREATED,2026-01-25T15:07:16.640
7510,8947,1100,93000,PAID,2026-01-08T15:07:16.640
7511,5704,564,197000,PAID,2026-01-01T15:07:16.640
7512,3335,1853,248000,SHIPPING,2026-01-17T15:07:16.640
7513,5989,521,157000,CREATED,2026-01-24T15:07:16.640
7514,2625,674,104000,SHIPPING,2026-01-02T15:07:16.640
7515,9367,892,106000,COMPLETED,2026-01-26T15:07:16.640
7516,9269,131,150000,SHIPPING,2026-01-01T15:07:16.640
7517,2875,1214,113000,PAID,2026-01-22T15:07:16.640
7518,883,1681,53000,SHIPPING,2026-01-11T15:07:16.640
7519,1166,1224,145000,SHIPPING,2026-01-18T15:07:16.640
7520,1250,472,221000,COMPLETED,2026-01-18T15:07:16.640
7521,808,721,133000,CREATED,2026-01-05T15:07:16.640
7522,2574,1832,201000,SHIPPING,2026-01-26T15:07:16.640
7523,1575,54,94000,CREATED,2026-01-04T15:07:16.640
7524,3736,1016,235000,CREATED,2025-12-31T15:07:16.640
7525,7661,929,52000,COMPLETED,2026-01-27T15:07:16.640
7526,6888,1101,83000,PAID,2026-01-20T15:07:16.640
7527,5748,894,69000,PAID,2026-01-26T15:07:16.640
7528,7861,691,167000,PAID,2026-01-05T15:07:16.640
7529,2963,1466,52000,SHIPPING,2026-01-27T15:07:16.640
7530,8584,369,220000,CREATED,2026-01-17T15:07:16.640
7531,946,1416,147000,COMPLETED,2026-01-27T15:07:16.640
7532,335,952,230000,COMPLETED,2026-01-26T15:07:16.640
7533,3124,1712,187000,PAID,2026-01-21T15:07:16.640
7534,8524,1856,172000,COMPLETED,2026-01-10T15:07:16.640
7535,5678,1371,223000,SHIPPING,2026-01-17T15:07:16.640
7536,6885,1695,131000,COMPLETED,2026-01-06T15:07:16.640
7537,804,1892,158000,SHIPPING,2026-01-19T15:07:16.640
7538,6823,1029,225000,COMPLETED,2026-01-07T15:07:16.640
7539,1014,638,158000,CREATED,2026-01-25T15:07:16.640
7540,181,1669,114000,PAID,2026-01-01T15:07:16.640
7541,7470,598,236000,CREATED,2025-12-30T15:07:16.640
7542,9668,1755,133000,SHIPPING,2026-01-07T15:07:16.640
7543,6869,319,213000,CREATED,2026-01-08T15:07:16.640
7544,470,1856,232000,PAID,2026-01-27T15:07:16.640
7545,507,1383,120000,COMPLETED,2026-01-04T15:07:16.640
7546,2731,575,173000,COMPLETED,2026-01-14T15:07:16.640
7547,5616,1454,160000,COMPLETED,2026-01-09T15:07:16.640
7548,4849,1683,211000,COMPLETED,2026-01-03T15:07:16.640
7549,7390,1241,204000,COMPLETED,2026-01-09T15:07:16.640
7550,2335,145,114000,CREATED,2026-01-27T15:07:16.640
7551,9950,1556,79000,SHIPPING,2025-12-29T15:07:16.640
7552,1152,125,234000,COMPLETED,2026-01-07T15:07:16.640
7553,7468,69,177000,PAID,2025-12-29T15:07:16.640
7554,2370,1514,182000,COMPLETED,2026-01-17T15:07:16.640
7555,3539,165,74000,COMPLETED,2026-01-12T15:07:16.640
7556,5282,1578,120000,SHIPPING,2025-12-30T15:07:16.640
7557,9800,121,204000,COMPLETED,2026-01-06T15:07:16.640
7558,198,1816,220000,COMPLETED,2026-01-17T15:07:16.640
7559,9558,110,202000,PAID,2026-01-02T15:07:16.640
7560,9978,1020,146000,PAID,2026-01-16T15:07:16.640
7561,8875,523,99000,PAID,2026-01-14T15:07:16.640
7562,4112,341,132000,PAID,2026-01-17T15:07:16.640
7563,1857,1709,111000,COMPLETED,2026-01-21T15:07:16.640
7564,6259,1074,138000,PAID,2026-01-02T15:07:16.640
7565,1009,1454,86000,COMPLETED,2026-01-27T15:07:16.640
7566,1194,1430,121000,CREATED,2026-01-22T15:07:16.640
7567,9512,476,105000,CREATED,2026-01-06T15:07:16.640
7568,659,103,110000,SHIPPING,2026-01-25T15:07:16.640
7569,3232,47,202000,PAID,2026-01-13T15:07:16.640
7570,5988,1521,88000,COMPLETED,2026-01-25T15:07:16.640
7571,7457,873,94000,CREATED,2026-01-21T15:07:16.640
7572,4232,647,74000,CREATED,2026-01-06T15:07:16.640
7573,1282,92,55000,PAID,2026-01-03T15:07:16.640
7574,8984,1574,80000,SHIPPING,2025-12-30T15:07:16.640
7575,9746,1302,163000,CREATED,2026-01-11T15:07:16.640
7576,1491,107,103000,SHIPPING,2025-12-29T15:07:16.640
7577,914,1826,137000,COMPLETED,2026-01-17T15:07:16.640
7578,4649,399,72000,SHIPPING,2026-01-21T15:07:16.640
7579,3513,1479,215000,PAID,2026-01-03T15:07:16.640
7580,4175,997,87000,COMPLETED,2026-01-12T15:07:16.640
7581,5203,1522,180000,CREATED,2026-01-08T15:07:16.640
7582,5272,1875,241000,COMPLETED,2026-01-19T15:07:16.640
7583,4757,908,193000,PAID,2026-01-16T15:07:16.640
7584,6749,373,246000,CREATED,2026-01-12T15:07:16.640
7585,2573,591,177000,PAID,2026-01-05T15:07:16.640
7586,8674,308,129000,SHIPPING,2026-01-04T15:07:16.640
7587,7683,317,91000,SHIPPING,2026-01-07T15:07:16.640
7588,5632,298,117000,CREATED,2026-01-14T15:07:16.640
7589,897,1926,198000,PAID,2026-01-04T15:07:16.640
7590,7577,889,160000,CREATED,2026-01-20T15:07:16.640
7591,2579,557,239000,SHIPPING,2026-01-27T15:07:16.640
7592,6848,1141,69000,PAID,2026-01-02T15:07:16.640
7593,1341,474,76000,CREATED,2026-01-16T15:07:16.640
7594,3165,1671,131000,COMPLETED,2026-01-21T15:07:16.640
7595,8857,12,70000,CREATED,2026-01-05T15:07:16.640
7596,5901,488,246000,PAID,2026-01-05T15:07:16.644
7597,6811,1434,224000,COMPLETED,2026-01-25T15:07:16.644
7598,8678,89,115000,COMPLETED,2026-01-03T15:07:16.644
7599,529,828,224000,CREATED,2026-01-07T15:07:16.644
7600,1089,29,148000,PAID,2026-01-18T15:07:16.644
7601,194,1698,83000,COMPLETED,2026-01-09T15:07:16.644
7602,5024,1327,192000,CREATED,2026-01-11T15:07:16.644
7603,9883,1904,230000,CREATED,2026-01-06T15:07:16.644
7604,9442,1666,101000,CREATED,2026-01-02T15:07:16.644
7605,510,650,54000,COMPLETED,2026-01-06T15:07:16.644
7606,451,691,223000,CREATED,2026-01-10T15:07:16.644
7607,6101,1740,188000,COMPLETED,2026-01-24T15:07:16.644
7608,1826,417,185000,SHIPPING,2026-01-07T15:07:16.644
7609,9020,863,221000,CREATED,2026-01-05T15:07:16.644
7610,1199,647,205000,SHIPPING,2026-01-27T15:07:16.644
7611,3398,45,235000,PAID,2026-01-20T15:07:16.644
7612,6932,636,109000,PAID,2026-01-08T15:07:16.644
7613,8398,780,205000,SHIPPING,2026-01-04T15:07:16.644
7614,8352,1019,246000,SHIPPING,2026-01-01T15:07:16.644
7615,4758,165,171000,SHIPPING,2026-01-18T15:07:16.644
7616,2798,342,229000,COMPLETED,2026-01-12T15:07:16.644
7617,1485,1123,177000,SHIPPING,2026-01-08T15:07:16.644
7618,5315,523,95000,COMPLETED,2026-01-01T15:07:16.644
7619,2491,1522,110000,CREATED,2026-01-03T15:07:16.644
7620,8614,29,94000,CREATED,2026-01-17T15:07:16.644
7621,2174,878,127000,CREATED,2026-01-14T15:07:16.644
7622,5572,1222,196000,PAID,2026-01-21T15:07:16.644
7623,6272,1868,177000,SHIPPING,2025-12-29T15:07:16.644
7624,1225,1412,117000,CREATED,2026-01-06T15:07:16.644
7625,8604,1548,113000,COMPLETED,2026-01-24T15:07:16.644
7626,7427,521,182000,COMPLETED,2026-01-17T15:07:16.644
7627,2544,1769,52000,PAID,2026-01-22T15:07:16.644
7628,63,430,88000,PAID,2026-01-27T15:07:16.644
7629,3812,746,54000,PAID,2025-12-29T15:07:16.644
7630,9171,315,196000,PAID,2026-01-16T15:07:16.644
7631,9279,911,89000,PAID,2026-01-12T15:07:16.644
7632,1780,550,223000,COMPLETED,2026-01-27T15:07:16.644
7633,9822,1408,110000,SHIPPING,2026-01-18T15:07:16.644
7634,7311,531,53000,PAID,2026-01-25T15:07:16.644
7635,9399,821,210000,CREATED,2026-01-26T15:07:16.644
7636,7428,1898,197000,PAID,2026-01-20T15:07:16.644
7637,2744,437,149000,SHIPPING,2026-01-21T15:07:16.644
7638,9353,692,199000,COMPLETED,2026-01-13T15:07:16.644
7639,2737,1286,108000,PAID,2026-01-24T15:07:16.644
7640,7031,1030,72000,PAID,2026-01-12T15:07:16.644
7641,621,800,248000,COMPLETED,2025-12-30T15:07:16.644
7642,2399,521,135000,SHIPPING,2026-01-12T15:07:16.644
7643,9578,179,120000,PAID,2026-01-17T15:07:16.644
7644,4468,1437,99000,COMPLETED,2026-01-06T15:07:16.644
7645,675,203,228000,SHIPPING,2026-01-27T15:07:16.644
7646,1916,1020,126000,PAID,2026-01-16T15:07:16.644
7647,3894,1011,57000,COMPLETED,2026-01-01T15:07:16.644
7648,8133,147,148000,SHIPPING,2026-01-22T15:07:16.644
7649,3699,1781,101000,SHIPPING,2026-01-02T15:07:16.644
7650,5608,625,67000,PAID,2026-01-06T15:07:16.644
7651,161,1049,200000,SHIPPING,2026-01-02T15:07:16.644
7652,2487,646,167000,SHIPPING,2026-01-27T15:07:16.644
7653,5570,1364,146000,PAID,2026-01-15T15:07:16.644
7654,5229,1681,114000,CREATED,2026-01-05T15:07:16.644
7655,3600,82,195000,SHIPPING,2026-01-21T15:07:16.644
7656,5179,1996,94000,PAID,2026-01-13T15:07:16.644
7657,3981,885,62000,CREATED,2026-01-16T15:07:16.644
7658,5031,1121,249000,COMPLETED,2026-01-20T15:07:16.644
7659,6887,1273,157000,COMPLETED,2026-01-16T15:07:16.644
7660,8702,1015,227000,CREATED,2026-01-19T15:07:16.644
7661,4002,1266,90000,PAID,2026-01-25T15:07:16.644
7662,2487,1377,50000,SHIPPING,2026-01-12T15:07:16.644
7663,517,1785,80000,PAID,2026-01-12T15:07:16.644
7664,1265,1924,51000,CREATED,2026-01-27T15:07:16.644
7665,6297,1183,208000,PAID,2026-01-05T15:07:16.644
7666,1140,1809,146000,COMPLETED,2026-01-09T15:07:16.644
7667,5179,654,174000,CREATED,2026-01-13T15:07:16.644
7668,5797,1522,232000,COMPLETED,2026-01-22T15:07:16.644
7669,6770,464,249000,PAID,2025-12-29T15:07:16.644
7670,4222,1486,109000,SHIPPING,2026-01-18T15:07:16.644
7671,2602,1000,126000,COMPLETED,2026-01-05T15:07:16.644
7672,4551,878,98000,CREATED,2026-01-18T15:07:16.644
7673,6138,1914,78000,CREATED,2026-01-22T15:07:16.644
7674,7935,1019,147000,PAID,2026-01-13T15:07:16.644
7675,3930,269,194000,PAID,2026-01-02T15:07:16.644
7676,9971,331,171000,COMPLETED,2026-01-27T15:07:16.644
7677,3190,820,228000,COMPLETED,2026-01-20T15:07:16.644
7678,1664,1164,139000,SHIPPING,2026-01-26T15:07:16.644
7679,4887,1257,53000,COMPLETED,2026-01-23T15:07:16.644
7680,568,719,191000,COMPLETED,2026-01-18T15:07:16.644
7681,1377,25,128000,PAID,2026-01-16T15:07:16.644
7682,4118,1804,50000,PAID,2026-01-22T15:07:16.644
7683,8999,500,51000,PAID,2026-01-10T15:07:16.644
7684,2328,1386,164000,PAID,2026-01-08T15:07:16.644
7685,656,1533,228000,COMPLETED,2025-12-31T15:07:16.644
7686,6887,1583,120000,SHIPPING,2026-01-01T15:07:16.644
7687,1352,1873,210000,CREATED,2026-01-16T15:07:16.644
7688,9881,1073,179000,PAID,2026-01-11T15:07:16.644
7689,2131,1529,81000,SHIPPING,2026-01-23T15:07:16.644
7690,6860,466,71000,SHIPPING,2026-01-24T15:07:16.644
7691,8341,1566,141000,PAID,2026-01-03T15:07:16.644
7692,8157,616,170000,SHIPPING,2026-01-26T15:07:16.644
7693,2167,1573,170000,SHIPPING,2026-01-15T15:07:16.644
7694,7380,831,152000,COMPLETED,2026-01-08T15:07:16.644
7695,4375,157,112000,SHIPPING,2025-12-30T15:07:16.644
7696,8379,652,116000,SHIPPING,2026-01-17T15:07:16.644
7697,6375,1105,210000,PAID,2025-12-29T15:07:16.644
7698,2979,782,52000,PAID,2026-01-16T15:07:16.644
7699,5593,669,78000,PAID,2026-01-04T15:07:16.644
7700,3287,910,200000,COMPLETED,2026-01-10T15:07:16.644
7701,1730,1999,213000,COMPLETED,2026-01-22T15:07:16.644
7702,4837,917,244000,COMPLETED,2026-01-16T15:07:16.644
7703,68,821,86000,CREATED,2025-12-30T15:07:16.644
7704,6052,1373,139000,COMPLETED,2026-01-08T15:07:16.644
7705,9798,1457,186000,SHIPPING,2026-01-16T15:07:16.644
7706,4643,881,157000,CREATED,2026-01-06T15:07:16.644
7707,6970,159,237000,CREATED,2026-01-10T15:07:16.644
7708,5252,1851,67000,COMPLETED,2026-01-02T15:07:16.644
7709,3115,1994,169000,COMPLETED,2026-01-11T15:07:16.644
7710,8864,1853,203000,PAID,2026-01-18T15:07:16.644
7711,3087,876,54000,PAID,2026-01-23T15:07:16.644
7712,1722,208,200000,PAID,2026-01-05T15:07:16.644
7713,5611,867,160000,PAID,2025-12-31T15:07:16.644
7714,7136,672,160000,CREATED,2026-01-26T15:07:16.644
7715,579,505,221000,SHIPPING,2026-01-02T15:07:16.644
7716,6364,1453,241000,CREATED,2026-01-22T15:07:16.644
7717,8718,476,191000,SHIPPING,2026-01-06T15:07:16.644
7718,9541,372,193000,PAID,2026-01-07T15:07:16.644
7719,3082,14,193000,COMPLETED,2026-01-24T15:07:16.644
7720,7016,663,224000,COMPLETED,2026-01-09T15:07:16.644
7721,2083,316,124000,PAID,2026-01-01T15:07:16.644
7722,1623,1505,133000,CREATED,2026-01-07T15:07:16.644
7723,3453,62,56000,PAID,2026-01-21T15:07:16.644
7724,4833,84,210000,CREATED,2026-01-09T15:07:16.644
7725,6201,1479,154000,CREATED,2026-01-23T15:07:16.644
7726,4560,264,107000,CREATED,2026-01-27T15:07:16.644
7727,8266,1184,93000,COMPLETED,2026-01-20T15:07:16.644
7728,4581,962,239000,COMPLETED,2026-01-10T15:07:16.644
7729,6299,1387,99000,COMPLETED,2026-01-25T15:07:16.644
7730,4273,1053,199000,CREATED,2026-01-20T15:07:16.644
7731,5958,1960,62000,SHIPPING,2025-12-31T15:07:16.644
7732,863,1700,210000,SHIPPING,2026-01-18T15:07:16.644
7733,9883,631,221000,COMPLETED,2026-01-11T15:07:16.644
7734,2996,253,112000,CREATED,2026-01-19T15:07:16.644
7735,2468,114,153000,PAID,2026-01-20T15:07:16.644
7736,7012,374,54000,SHIPPING,2026-01-03T15:07:16.644
7737,6614,937,121000,COMPLETED,2026-01-08T15:07:16.644
7738,6382,877,80000,COMPLETED,2026-01-19T15:07:16.644
7739,8222,1149,141000,COMPLETED,2026-01-20T15:07:16.644
7740,4204,1169,61000,SHIPPING,2026-01-13T15:07:16.644
7741,2150,1681,79000,CREATED,2026-01-01T15:07:16.644
7742,1488,1748,177000,CREATED,2026-01-24T15:07:16.644
7743,5473,1376,86000,PAID,2025-12-30T15:07:16.644
7744,9711,1001,53000,CREATED,2026-01-02T15:07:16.644
7745,1270,1271,111000,CREATED,2026-01-16T15:07:16.644
7746,4650,1343,56000,PAID,2026-01-06T15:07:16.644
7747,9814,1707,128000,SHIPPING,2026-01-21T15:07:16.644
7748,5256,242,233000,COMPLETED,2026-01-08T15:07:16.644
7749,3247,869,57000,PAID,2026-01-02T15:07:16.644
7750,7661,307,121000,PAID,2026-01-11T15:07:16.644
7751,8156,1276,181000,COMPLETED,2026-01-02T15:07:16.644
7752,2810,130,121000,SHIPPING,2025-12-31T15:07:16.644
7753,1664,354,124000,COMPLETED,2026-01-05T15:07:16.644
7754,6923,1921,111000,PAID,2026-01-07T15:07:16.644
7755,9266,508,162000,SHIPPING,2026-01-24T15:07:16.644
7756,2942,464,64000,COMPLETED,2026-01-16T15:07:16.644
7757,154,765,92000,COMPLETED,2026-01-04T15:07:16.644
7758,9645,1106,149000,PAID,2026-01-14T15:07:16.644
7759,273,709,109000,CREATED,2026-01-16T15:07:16.644
7760,5430,1483,232000,PAID,2025-12-31T15:07:16.644
7761,1866,1410,173000,SHIPPING,2026-01-02T15:07:16.644
7762,3089,722,110000,PAID,2026-01-17T15:07:16.644
7763,7286,1778,122000,SHIPPING,2026-01-21T15:07:16.644
7764,3008,37,218000,SHIPPING,2026-01-23T15:07:16.644
7765,5632,1643,110000,SHIPPING,2026-01-18T15:07:16.644
7766,4349,1241,69000,PAID,2026-01-10T15:07:16.644
7767,3917,1683,107000,COMPLETED,2026-01-26T15:07:16.644
7768,5242,1791,183000,COMPLETED,2026-01-05T15:07:16.644
7769,8718,902,151000,COMPLETED,2026-01-15T15:07:16.644
7770,8116,1781,241000,COMPLETED,2026-01-16T15:07:16.644
7771,5002,924,134000,PAID,2026-01-06T15:07:16.644
7772,2990,1296,126000,CREATED,2026-01-27T15:07:16.644
7773,8699,1102,99000,SHIPPING,2026-01-16T15:07:16.644
7774,932,1045,129000,SHIPPING,2026-01-14T15:07:16.644
7775,9362,120,81000,PAID,2026-01-19T15:07:16.644
7776,6491,1566,82000,SHIPPING,2026-01-02T15:07:16.644
7777,6854,344,202000,SHIPPING,2025-12-29T15:07:16.644
7778,2793,127,119000,COMPLETED,2026-01-05T15:07:16.644
7779,9799,142,58000,CREATED,2026-01-16T15:07:16.644
7780,2752,1837,194000,SHIPPING,2026-01-26T15:07:16.644
7781,310,301,85000,COMPLETED,2026-01-27T15:07:16.644
7782,9729,353,132000,PAID,2026-01-02T15:07:16.644
7783,2353,144,186000,PAID,2026-01-08T15:07:16.644
7784,8277,1878,68000,PAID,2025-12-30T15:07:16.644
7785,8687,863,165000,CREATED,2026-01-25T15:07:16.644
7786,9917,1510,88000,PAID,2026-01-18T15:07:16.644
7787,4937,1500,103000,PAID,2026-01-26T15:07:16.644
7788,1655,15,126000,PAID,2025-12-30T15:07:16.644
7789,9168,298,198000,PAID,2026-01-09T15:07:16.644
7790,864,1247,116000,PAID,2026-01-05T15:07:16.644
7791,5984,289,137000,COMPLETED,2026-01-15T15:07:16.644
7792,2639,105,145000,CREATED,2025-12-29T15:07:16.644
7793,7111,280,238000,COMPLETED,2026-01-01T15:07:16.644
7794,6471,1361,190000,PAID,2026-01-11T15:07:16.644
7795,3533,1984,126000,CREATED,2026-01-10T15:07:16.644
7796,7535,200,108000,SHIPPING,2026-01-03T15:07:16.644
7797,55,1344,66000,COMPLETED,2026-01-03T15:07:16.644
7798,8421,1630,191000,PAID,2026-01-12T15:07:16.644
7799,9988,43,135000,PAID,2026-01-23T15:07:16.644
7800,6410,1019,131000,CREATED,2026-01-09T15:07:16.644
7801,5025,1995,232000,PAID,2026-01-03T15:07:16.644
7802,3194,429,156000,PAID,2026-01-25T15:07:16.644
7803,1313,1086,108000,PAID,2026-01-01T15:07:16.644
7804,8672,268,50000,COMPLETED,2026-01-25T15:07:16.644
7805,8110,821,192000,COMPLETED,2026-01-15T15:07:16.644
7806,6959,499,175000,COMPLETED,2026-01-13T15:07:16.644
7807,6405,1289,164000,CREATED,2026-01-24T15:07:16.644
7808,1170,675,66000,PAID,2026-01-22T15:07:16.644
7809,8350,1964,164000,CREATED,2026-01-06T15:07:16.644
7810,1424,1475,249000,CREATED,2026-01-06T15:07:16.644
7811,8617,327,237000,CREATED,2026-01-13T15:07:16.644
7812,4695,195,206000,SHIPPING,2026-01-04T15:07:16.644
7813,2633,1000,112000,SHIPPING,2026-01-12T15:07:16.644
7814,7078,1426,214000,COMPLETED,2026-01-02T15:07:16.644
7815,110,974,114000,PAID,2025-12-29T15:07:16.644
7816,2075,1207,186000,PAID,2026-01-18T15:07:16.644
7817,707,551,235000,CREATED,2026-01-27T15:07:16.644
7818,7616,1508,221000,CREATED,2026-01-17T15:07:16.644
7819,2614,626,100000,SHIPPING,2026-01-22T15:07:16.644
7820,8897,614,177000,COMPLETED,2026-01-06T15:07:16.644
7821,4190,771,83000,PAID,2026-01-19T15:07:16.644
7822,1293,1620,178000,PAID,2026-01-23T15:07:16.644
7823,9515,952,152000,PAID,2026-01-17T15:07:16.644
7824,3413,977,201000,CREATED,2026-01-27T15:07:16.644
7825,2503,738,72000,PAID,2026-01-14T15:07:16.644
7826,8712,687,114000,SHIPPING,2026-01-18T15:07:16.644
7827,4446,356,78000,COMPLETED,2026-01-27T15:07:16.644
7828,5728,1550,100000,COMPLETED,2026-01-18T15:07:16.644
7829,867,761,240000,COMPLETED,2026-01-25T15:07:16.644
7830,3345,496,90000,SHIPPING,2026-01-09T15:07:16.644
7831,1963,464,74000,COMPLETED,2026-01-16T15:07:16.644
7832,5112,1422,205000,PAID,2026-01-24T15:07:16.644
7833,1203,1054,248000,PAID,2026-01-26T15:07:16.644
7834,8483,535,244000,CREATED,2026-01-13T15:07:16.644
7835,7049,1625,108000,SHIPPING,2026-01-07T15:07:16.644
7836,9971,746,189000,COMPLETED,2026-01-17T15:07:16.644
7837,1172,1240,138000,PAID,2026-01-12T15:07:16.644
7838,8231,355,159000,CREATED,2026-01-21T15:07:16.644
7839,8046,711,106000,CREATED,2026-01-08T15:07:16.644
7840,680,1147,97000,PAID,2026-01-24T15:07:16.644
7841,6338,1413,59000,PAID,2026-01-15T15:07:16.644
7842,5844,544,97000,PAID,2026-01-07T15:07:16.644
7843,5503,840,63000,PAID,2026-01-04T15:07:16.644
7844,4819,824,219000,PAID,2025-12-31T15:07:16.644
7845,4491,1896,156000,PAID,2026-01-20T15:07:16.644
7846,6337,730,60000,COMPLETED,2026-01-26T15:07:16.644
7847,7254,1257,236000,CREATED,2026-01-05T15:07:16.644
7848,402,713,217000,SHIPPING,2026-01-24T15:07:16.644
7849,1665,1645,89000,CREATED,2026-01-05T15:07:16.644
7850,5960,1344,186000,PAID,2026-01-07T15:07:16.644
7851,4812,691,171000,COMPLETED,2026-01-17T15:07:16.644
7852,8192,408,173000,CREATED,2026-01-08T15:07:16.644
7853,455,1931,176000,PAID,2026-01-05T15:07:16.644
7854,5832,1588,101000,COMPLETED,2026-01-15T15:07:16.644
7855,7159,1277,211000,COMPLETED,2026-01-08T15:07:16.644
7856,2253,40,217000,COMPLETED,2026-01-03T15:07:16.644
7857,5406,1412,207000,SHIPPING,2026-01-01T15:07:16.644
7858,6551,639,55000,CREATED,2026-01-22T15:07:16.644
7859,2190,1428,238000,CREATED,2026-01-19T15:07:16.644
7860,999,1406,70000,CREATED,2026-01-03T15:07:16.644
7861,2232,826,105000,SHIPPING,2026-01-23T15:07:16.644
7862,8771,1555,147000,COMPLETED,2026-01-12T15:07:16.644
7863,9112,371,175000,PAID,2026-01-01T15:07:16.644
7864,3753,524,234000,SHIPPING,2026-01-06T15:07:16.644
7865,3785,1233,146000,CREATED,2026-01-18T15:07:16.644
7866,1891,1129,158000,SHIPPING,2026-01-16T15:07:16.644
7867,7300,688,104000,PAID,2026-01-10T15:07:16.644
7868,6606,1358,179000,CREATED,2026-01-25T15:07:16.644
7869,7023,270,126000,CREATED,2025-12-30T15:07:16.644
7870,4702,1017,54000,CREATED,2026-01-25T15:07:16.644
7871,6273,1701,160000,COMPLETED,2026-01-10T15:07:16.644
7872,7362,1164,84000,CREATED,2026-01-24T15:07:16.644
7873,6151,1529,145000,COMPLETED,2026-01-06T15:07:16.644
7874,936,1480,197000,SHIPPING,2026-01-11T15:07:16.644
7875,5342,1863,146000,COMPLETED,2026-01-23T15:07:16.644
7876,9829,207,171000,PAID,2026-01-13T15:07:16.644
7877,8432,851,152000,SHIPPING,2026-01-04T15:07:16.644
7878,5556,1565,160000,SHIPPING,2026-01-05T15:07:16.644
7879,909,1334,154000,PAID,2026-01-03T15:07:16.644
7880,8685,1072,52000,COMPLETED,2026-01-14T15:07:16.644
7881,6156,871,229000,CREATED,2026-01-21T15:07:16.644
7882,3002,1453,178000,SHIPPING,2026-01-10T15:07:16.644
7883,1185,1457,153000,COMPLETED,2026-01-27T15:07:16.644
7884,3095,1722,213000,CREATED,2026-01-20T15:07:16.644
7885,3185,966,128000,CREATED,2026-01-14T15:07:16.644
7886,1781,1237,168000,PAID,2026-01-17T15:07:16.644
7887,631,1381,217000,COMPLETED,2026-01-15T15:07:16.644
7888,1785,1392,215000,SHIPPING,2026-01-15T15:07:16.644
7889,5454,1585,241000,PAID,2026-01-15T15:07:16.644
7890,4889,694,161000,SHIPPING,2026-01-17T15:07:16.644
7891,5585,658,178000,SHIPPING,2026-01-03T15:07:16.644
7892,1399,1593,190000,SHIPPING,2026-01-08T15:07:16.644
7893,4730,1336,211000,COMPLETED,2026-01-14T15:07:16.644
7894,9856,1467,237000,CREATED,2026-01-10T15:07:16.644
7895,5262,123,211000,CREATED,2026-01-16T15:07:16.644
7896,4143,1609,93000,CREATED,2026-01-09T15:07:16.644
7897,4583,234,187000,CREATED,2026-01-15T15:07:16.644
7898,319,678,214000,CREATED,2026-01-04T15:07:16.644
7899,7382,583,197000,CREATED,2026-01-24T15:07:16.644
7900,6979,1035,192000,CREATED,2026-01-15T15:07:16.644
7901,7028,696,239000,PAID,2026-01-17T15:07:16.644
7902,4666,1513,150000,SHIPPING,2026-01-09T15:07:16.644
7903,6771,536,210000,COMPLETED,2025-12-30T15:07:16.644
7904,6611,857,62000,COMPLETED,2026-01-19T15:07:16.644
7905,5745,26,67000,COMPLETED,2026-01-11T15:07:16.644
7906,4848,1393,206000,PAID,2026-01-21T15:07:16.644
7907,1562,151,60000,PAID,2026-01-14T15:07:16.644
7908,4932,1852,187000,COMPLETED,2026-01-27T15:07:16.644
7909,2812,1453,245000,COMPLETED,2026-01-22T15:07:16.644
7910,6916,1630,224000,PAID,2026-01-07T15:07:16.644
7911,6375,1321,169000,PAID,2026-01-26T15:07:16.644
7912,7600,384,80000,SHIPPING,2026-01-12T15:07:16.644
7913,7753,615,105000,SHIPPING,2026-01-25T15:07:16.644
7914,6265,335,186000,PAID,2026-01-14T15:07:16.644
7915,5431,1698,58000,COMPLETED,2025-12-29T15:07:16.644
7916,91,1695,95000,CREATED,2026-01-01T15:07:16.644
7917,1375,1033,103000,PAID,2026-01-12T15:07:16.644
7918,3208,1641,120000,CREATED,2026-01-14T15:07:16.644
7919,1055,868,179000,SHIPPING,2026-01-15T15:07:16.644
7920,7967,559,222000,CREATED,2025-12-31T15:07:16.644
7921,6798,671,64000,COMPLETED,2026-01-13T15:07:16.644
7922,6721,1398,236000,PAID,2026-01-18T15:07:16.644
7923,2587,1540,54000,CREATED,2026-01-17T15:07:16.644
7924,3477,1382,127000,SHIPPING,2026-01-03T15:07:16.644
7925,573,806,161000,CREATED,2026-01-06T15:07:16.644
7926,364,1179,187000,SHIPPING,2026-01-14T15:07:16.644
7927,7730,490,137000,CREATED,2025-12-30T15:07:16.644
7928,6224,553,226000,CREATED,2026-01-04T15:07:16.644
7929,5728,91,223000,COMPLETED,2026-01-01T15:07:16.644
7930,123,1538,111000,PAID,2026-01-27T15:07:16.644
