product_id,shop_id,name,price
P1810,S011,Product 1810,731127
P1811,S012,Product 1811,692545
P1812,S013,Product 1812,479085
P1813,S014,Product 1813,930810
P1814,S015,Product 1814,612304
P1815,S016,Product 1815,890550
P1816,S017,Product 1816,632230
P1817,S018,Product 1817,553759
P1818,S019,Product 1818,608556
P1819,S020,Product 1819,814814
P1820,S021,Product 1820,559399
P1821,S022,Product 1821,370928
P1822,S023,Product 1822,843739
P1823,S024,Product 1823,816877
P1824,S025,Product 1824,986738
P1825,S026,Product 1825,143175
P1826,S027,Product 1826,776538
P1827,S028,Product 1827,577821
P1828,S029,Product 1828,978960
P1829,S030,Product 1829,744844
P1830,S999,Product 1830,632624
P1831,S032,Product 1831,504131
P1832,S033,Product 1832,894781
P1833,S034,Product 1833,503925
P1834,S035,Product 1834,335147
P1835,S036,Product 1835,360669
P1836,S037,Product 1836,163507
P1837,S038,Product 1837,153957
P1838,S039,Product 1838,696146
P1839,S040,Product 1839,919271
P1840,S041,Product 1840,744049
P1841,S042,Product 1841,788597
P1842,S043,Product 1842,597766
P1843,S044,Product 1843,877772
P1844,S045,Product 1844,266631
P1845,S046,Product 1845,433617
P1846,S047,Product 1846,579066
P1847,S048,Product 1847,378490
P1848,S049,Product 1848,534177
P1849,S050,Product 1849,988633
P1850,S051,Product 1850,921708
P1851,S052,Product 1851,825614
P1852,S053,Product 1852,503246
P1853,S054,Product 1853,923559
P1854,S055,Product 1854,947487
P1855,S056,Product 1855,352079
P1856,S057,Product 1856,576971
P1857,S058,Product 1857,810928
P1858,S059,Product 1858,955382
P1859,S060,Product 1859,896823
P1860,S999,Product 1860,444113
P1861,S062,Product 1861,546851
P1862,S063,Product 1862,475599
P1863,S064,Product 1863,443371
P1864,S065,Product 1864,580184
P1865,S066,Product 1865,225455
P1866,S067,Product 1866,649466
P1867,S068,Product 1867,532395
P1868,S069,Product 1868,113574
P1869,S070,Product 1869,794466
P1870,S071,Product 1870,475349
P1871,S072,Product 1871,423077
P1872,S073,Product 1872,974905
P1873,S074,Product 1873,659787
P1874,S075,Product 1874,790661
P1875,S076,Product 1875,406724
P1876,S077,Product 1876,366604
P1877,S078,Product 1877,612929
P1878,S079,Product 1878,638003
P1879,S080,Product 1879,884166
P1880,S081,Product 1880,571177
P1881,S082,Product 1881,860349
P1882,S083,Product 1882,529024
P1883,S084,Product 1883,340364
P1884,S085,Product 1884,816779
P1885,S086,Product 1885,326337
P1886,S087,Product 1886,499879
P1887,S088,Product 1887,337418
P1888,S089,Product 1888,426607
P1889,S090,Product 1889,950652
P1890,S999,Product 1890,958285
P1891,S092,Product 1891,977054
P1892,S093,Product 1892,704023
P1893,S094,Product 1893,664422
P1894,S095,Product 1894,740871
P1895,S096,Product 1895,390717
P1896,S097,Product 1896,331258
P1897,S098,Product 1897,983781
P1898,S099,Product 1898,842313
P1899,S100,Product 1899,217897
P1900,S001,Product 1900,362188
P1901,S002,Product 1901,157971
P1902,S003,Product 1902,325510
P1903,S004,Product 1903,629759
P1904,S005,Product 1904,432069
P1905,S006,Product 1905,290966
P1906,S007,Product 1906,687529
P1907,S008,Product 1907,675564
P1908,S009,Product 1908,212528
P1909,S010,Product 1909,875439
P1910,S011,Product 1910,156143
P1911,S012,Product 1911,733344
P1912,S013,Product 1912,914290
P1913,S014,Product 1913,274766
P1914,S015,Product 1914,113630
P1915,S016,Product 1915,623899
P1916,S017,Product 1916,965493
P1917,S018,Product 1917,511170
P1918,S019,Product 1918,802598
P1919,S020,Product 1919,800963
P1920,S999,Product 1920,173265
P1921,S022,Product 1921,748207
P1922,S023,Product 1922,670899
P1923,S024,Product 1923,465720
P1924,S025,Product 1924,282038
P1925,S026,Product 1925,225976
P1926,S027,Product 1926,343212
P1927,S028,Product 1927,465887
P1928,S029,Product 1928,791192
P1929,S030,Product 1929,222396
P1930,S031,Product 1930,953323
P1931,S032,Product 1931,364954
P1932,S033,Product 1932,941942
P1933,S034,Product 1933,262108
P1934,S035,Product 1934,239257
P1935,S036,Product 1935,190840
P1936,S037,Product 1936,386729
P1937,S038,Product 1937,439290
P1938,S039,Product 1938,150118
P1939,S040,Product 1939,161289
P1940,S041,Product 1940,196678
P1941,S042,Product 1941,895742
P1942,S043,Product 1942,849153
P1943,S044,Product 1943,609450
P1944,S045,Product 1944,820849
P1945,S046,Product 1945,244754
P1946,S047,Product 1946,103034
P1947,S048,Product 1947,252383
P1948,S049,Product 1948,540030
P1949,S050,Product 1949,403629
P1950,S999,Product 1950,301106
P1951,S052,Product 1951,645246
P1952,S053,Product 1952,598980
P1953,S054,Product 1953,453261
P1954,S055,Product 1954,434587
P1955,S056,Product 1955,507144
P1956,S057,Product 1956,195873
P1957,S058,Product 1957,360829
P1958,S059,Product 1958,119570
P1959,S060,Product 1959,594931
P1960,S061,Product 1960,729732
P1961,S062,Product 1961,511094
P1962,S063,Product 1962,364117
P1963,S064,Product 1963,353122
P1964,S065,Product 1964,701083
P1965,S066,Product 1965,992866
P1966,S067,Product 1966,832674
P1967,S068,Product 1967,521910
P1968,S069,Product 1968,102009
P1969,S070,Product 1969,961180
P1970,S071,Product 1970,671598
P1971,S072,Product 1971,338909
P1972,S073,Product 1972,151299
P1973,S074,Product 1973,772114
P1974,S075,Product 1974,445567
P1975,S076,Product 1975,661737
P1976,S077,Product 1976,555352
P1977,S078,Product 1977,936524
P1978,S079,Product 1978,116455
P1979,S080,Product 1979,598620
P1980,S999,Product 1980,776859
P1981,S082,Product 1981,909191
P1982,S083,Product 1982,865533
P1983,S084,Product 1983,737023
P1984,S085,Product 1984,957214
P1985,S086,Product 1985,266970
P1986,S087,Product 1986,857817
P1987,S088,Product 1987,346898
P1988,S089,Product 1988,921965
P1989,S090,Product 1989,594106
P1990,S091,Product 1990,452716
P1991,S092,Product 1991,608701
P1992,S093,Product 1992,389652
P1993,S094,Product 1993,920185
P1994,S095,Product 1994,118394
P1995,S096,Product 1995,918309
P1996,S097,Product 1996,784941
P1997,S098,Product 1997,525993
P1998,S099,Product 1998,172373
P1999,S100,Product 1999,300411
P2000,S001,Product 2000,883306
