variant_id,product_id,size,color,stock
V01831,P1832,XL,Blue,170
V01832,P1833,L,Blue,29
V01833,P1834,S,Blue,114
V01834,P1835,L,Black,144
V01835,P1836,XL,White,91
V01836,P1837,S,Blue,44
V01837,P1838,M,Red,49
V01838,P1839,M,White,45
V01839,P1840,L,Blue,104
V01840,P1841,XL,Red,31
V01841,P1842,L,Blue,124
V01842,P1843,L,Red,97
V01843,P1844,M,White,1
V01844,P1845,S,Blue,198
V01845,P1846,S,Blue,30
V01846,P1847,XL,Blue,71
V01847,P1848,S,Red,94
V01848,P1849,XL,Black,23
V01849,P1850,M,Red,96
V01850,P1851,S,Black,-5
V01851,P1852,L,Blue,83
V01852,P1853,M,Blue,133
V01853,P1854,XL,White,63
V01854,P1855,XL,Black,21
V01855,P1856,XL,Blue,33
V01856,P1857,XL,Red,33
V01857,P1858,M,Red,93
V01858,P1859,S,Red,68
V01859,P1860,XL,White,9
V01860,P9999,L,White,69
V01861,P1862,XL,Black,166
V01862,P1863,S,White,92
V01863,P1864,S,White,10
V01864,P1865,M,Red,198
V01865,P1866,XL,Red,48
V01866,P1867,S,Blue,128
V01867,P1868,L,Blue,76
V01868,P1869,L,White,189
V01869,P1870,XL,White,64
V01870,P1871,XL,Red,68
V01871,P1872,S,White,52
V01872,P1873,S,Blue,199
V01873,P1874,S,Red,58
V01874,P1875,L,White,171
V01875,P1876,S,Blue,46
V01876,P1877,L,Blue,90
V01877,P1878,XL,White,98
V01878,P1879,M,Blue,100
V01879,P1880,L,Red,7
V01880,P1881,S,White,97
V01881,P1882,XL,Blue,106
V01882,P1883,XL,Red,190
V01883,P1884,S,White,101
V01884,P1885,M,White,48
V01885,P1886,XL,Black,169
V01886,P1887,M,Blue,3
V01887,P1888,L,Red,100
V01888,P1889,XL,Blue,114
V01889,P1890,S,Red,84
V01890,P9999,S,Black,105
V01891,P1892,L,White,24
V01892,P1893,S,Black,7
V01893,P1894,S,Black,11
V01894,P1895,XL,Red,4
V01895,P1896,XL,Red,153
V01896,P1897,M,Black,12
V01897,P1898,L,Red,19
V01898,P1899,M,Red,71
V01899,P1900,L,Red,166
V01900,P1901,L,Black,-5
V01901,P1902,L,Red,41
V01902,P1903,XL,White,26
V01903,P1904,M,Black,134
V01904,P1905,M,Black,107
V01905,P1906,L,Red,40
V01906,P1907,L,Red,151
V01907,P1908,L,Red,47
V01908,P1909,L,White,115
V01909,P1910,L,Black,70
V01910,P1911,M,Black,72
V01911,P1912,M,Blue,120
V01912,P1913,XL,Black,185
V01913,P1914,S,Blue,55
V01914,P1915,XL,Red,11
V01915,P1916,XL,White,26
V01916,P1917,S,Black,154
V01917,P1918,XL,White,13
V01918,P1919,XL,Black,186
V01919,P1920,M,Black,166
V01920,P9999,L,Red,179
V01921,P1922,L,White,158
V01922,P1923,L,Black,36
V01923,P1924,M,Blue,22
V01924,P1925,M,White,94
V01925,P1926,XL,Blue,100
V01926,P1927,S,White,182
V01927,P1928,M,Black,136
V01928,P1929,S,White,175
V01929,P1930,L,Red,78
V01930,P1931,XL,Blue,45
V01931,P1932,L,White,107
V01932,P1933,L,Blue,23
V01933,P1934,S,Black,44
V01934,P1935,S,Blue,122
V01935,P1936,S,Black,116
V01936,P1937,S,Red,139
V01937,P1938,XL,Blue,56
V01938,P1939,L,White,138
V01939,P1940,M,Black,106
V01940,P1941,S,Black,91
V01941,P1942,XL,Red,185
V01942,P1943,XL,Blue,72
V01943,P1944,M,Blue,52
V01944,P1945,M,Blue,11
V01945,P1946,S,White,57
V01946,P1947,XL,Blue,184
V01947,P1948,L,Blue,68
V01948,P1949,M,Red,88
V01949,P1950,S,Blue,15
V01950,P9999,S,Blue,-5
V01951,P1952,L,Black,149
V01952,P1953,L,Blue,62
V01953,P1954,M,Red,102
V01954,P1955,XL,Blue,126
V01955,P1956,L,Red,40
V01956,P1957,S,Black,9
V01957,P1958,M,Red,157
V01958,P1959,XL,Black,80
V01959,P1960,M,White,58
V01960,P1961,L,Blue,127
V01961,P1962,XL,White,72
V01962,P1963,L,Red,63
V01963,P1964,S,Blue,18
V01964,P1965,M,Black,40
V01965,P1966,L,White,116
V01966,P1967,S,Red,192
V01967,P1968,XL,Black,80
V01968,P1969,L,White,66
V01969,P1970,XL,Red,41
V01970,P1971,L,Blue,116
V01971,P1972,S,Blue,123
V01972,P1973,S,Black,120
V01973,P1974,L,Blue,169
V01974,P1975,M,Black,97
V01975,P1976,M,Black,25
V01976,P1977,XL,White,56
V01977,P1978,S,Red,191
V01978,P1979,S,Red,44
V01979,P1980,L,Blue,66
V01980,P9999,S,Blue,60
V01981,P1982,S,Black,94
V01982,P1983,L,Blue,180
V01983,P1984,XL,Black,137
V01984,P1985,M,Red,106
V01985,P1986,L,Red,148
V01986,P1987,M,Blue,154
V01987,P1988,M,Blue,113
V01988,P1989,M,Black,40
V01989,P1990,S,Black,170
V01990,P1991,L,Blue,12
V01991,P1992,XL,Blue,24
V01992,P1993,S,Black,96
V01993,P1994,L,Black,65
V01994,P1995,S,Blue,56
V01995,P1996,S,Red,179
V01996,P1997,L,White,114
V01997,P1998,S,Red,188
V01998,P1999,M,Black,85
V01999,P2000,S,Blue,6
V02000,P2001,XL,Red,-5
V02001,P2002,XL,Black,108
V02002,P2003,M,White,32
V02003,P2004,M,Black,18
V02004,P2005,M,Black,169
V02005,P2006,L,Blue,45
V02006,P2007,S,Red,48
V02007,P2008,M,White,139
V02008,P2009,M,Blue,103
V02009,P2010,L,Blue,6
V02010,P9999,L,White,168
V02011,P2012,M,Black,41
V02012,P2013,L,Red,119
V02013,P2014,XL,White,93
V02014,P2015,XL,Black,54
V02015,P2016,M,White,124
V02016,P2017,L,Black,111
V02017,P2018,L,Blue,91
V02018,P2019,S,White,65
V02019,P2020,M,Blue,180
V02020,P2021,M,Black,119
V02021,P2022,XL,White,106
V02022,P2023,M,Red,23
V02023,P2024,S,White,73
V02024,P2025,L,Blue,12
V02025,P2026,M,Black,187
V02026,P2027,L,Black,46
V02027,P2028,L,Blue,156
V02028,P2029,XL,Black,34
V02029,P2030,M,Black,92
V02030,P2031,S,Blue,133
V02031,P2032,S,Black,136
V02032,P2033,L,Red,45
V02033,P2034,XL,Red,128
V02034,P2035,M,Blue,183
V02035,P2036,L,White,17
V02036,P2037,S,Red,196
V02037,P2038,S,Black,81
V02038,P2039,S,Red,131
V02039,P2040,M,Red,109
V02040,P9999,M,Black,74
V02041,P2042,M,Red,48
V02042,P2043,M,Black,115
V02043,P2044,M,Blue,153
V02044,P2045,S,Blue,161
V02045,P2046,S,White,21
V02046,P2047,M,Black,167
V02047,P2048,M,Black,154
V02048,P2049,XL,White,12
V02049,P2050,XL,Blue,42
V02050,P2051,XL,Black,-5
V02051,P2052,L,Red,12
V02052,P2053,XL,White,81
V02053,P2054,S,Black,55
V02054,P2055,M,Blue,89
V02055,P2056,XL,Red,127
V02056,P2057,S,Blue,163
V02057,P2058,XL,Red,175
V02058,P2059,M,Black,176
V02059,P2060,M,Blue,191
V02060,P2061,M,White,153
V02061,P2062,S,Red,184
V02062,P2063,M,White,184
V02063,P2064,S,Black,113
V02064,P2065,XL,White,75
V02065,P2066,S,Blue,43
V02066,P2067,XL,White,31
V02067,P2068,S,Black,165
V02068,P2069,XL,Black,110
V02069,P2070,L,White,26
V02070,P9999,S,Blue,103
V02071,P2072,M,Red,115
V02072,P2073,L,White,52
V02073,P2074,XL,White,168
V02074,P2075,XL,Red,184
V02075,P2076,M,White,148
V02076,P2077,XL,Red,170
V02077,P2078,S,White,188
V02078,P2079,XL,Blue,67
V02079,P2080,XL,Red,73
V02080,P2081,S,Black,79
V02081,P2082,L,White,82
V02082,P2083,S,Red,153
V02083,P2084,L,Blue,163
V02084,P2085,S,Red,80
V02085,P2086,S,Red,143
V02086,P2087,S,Black,35
V02087,P2088,S,Black,23
V02088,P2089,S,White,74
V02089,P2090,S,Red,15
V02090,P2091,S,White,163
V02091,P2092,S,Blue,172
V02092,P2093,S,Black,105
V02093,P2094,XL,Blue,165
V02094,P2095,L,Black,47
V02095,P2096,XL,Black,132
V02096,P2097,S,Black,94
V02097,P2098,S,Red,150
V02098,P2099,M,White,190
V02099,P2100,XL,Blue,36
V02100,P9999,L,Black,-5
V02101,P2102,XL,White,116
V02102,P2103,S,White,154
V02103,P2104,XL,Black,196
V02104,P2105,S,Black,101
V02105,P2106,XL,Blue,133
V02106,P2107,L,Blue,13
V02107,P2108,XL,Red,146
V02108,P2109,S,Red,149
V02109,P2110,XL,White,45
V02110,P2111,S,Black,33
V02111,P2112,L,Red,94
V02112,P2113,XL,Blue,20
V02113,P2114,S,Blue,34
V02114,P2115,S,Red,63
V02115,P2116,L,White,71
V02116,P2117,L,Red,161
V02117,P2118,XL,Black,41
V02118,P2119,L,Red,125
V02119,P2120,L,Red,199
V02120,P2121,L,Blue,152
V02121,P2122,M,White,37
V02122,P2123,M,Red,8
V02123,P2124,XL,Black,145
V02124,P2125,XL,Red,136
V02125,P2126,L,White,149
V02126,P2127,L,Blue,166
V02127,P2128,L,White,93
V02128,P2129,M,Blue,18
V02129,P2130,XL,Red,189
V02130,P9999,XL,Black,87
V02131,P2132,L,Red,147
V02132,P2133,M,Red,190
V02133,P2134,S,White,67
V02134,P2135,S,White,199
V02135,P2136,L,Blue,182
V02136,P2137,L,Red,59
V02137,P2138,L,Red,179
V02138,P2139,L,White,50
V02139,P2140,XL,Black,111
V02140,P2141,XL,Blue,115
V02141,P2142,L,White,181
V02142,P2143,M,Blue,52
V02143,P2144,M,Red,42
V02144,P2145,S,Black,185
V02145,P2146,S,Red,194
V02146,P2147,XL,Blue,43
V02147,P2148,S,Red,174
V02148,P2149,XL,Blue,48
V02149,P2150,S,Black,6
V02150,P2151,XL,Red,-5
V02151,P2152,M,Black,101
V02152,P2153,L,Black,164
V02153,P2154,S,Red,87
V02154,P2155,L,Blue,138
V02155,P2156,L,Blue,29
V02156,P2157,M,Blue,94
V02157,P2158,M,Black,101
V02158,P2159,XL,Blue,127
V02159,P2160,L,White,17
V02160,P9999,XL,Red,26
V02161,P2162,S,Blue,80
V02162,P2163,XL,Blue,81
V02163,P2164,S,Blue,138
V02164,P2165,S,White,136
V02165,P2166,M,White,194
V02166,P2167,S,Blue,175
V02167,P2168,L,Blue,44
V02168,P2169,L,Blue,114
V02169,P2170,S,Blue,116
V02170,P2171,XL,Black,126
V02171,P2172,L,Red,59
V02172,P2173,M,Black,0
V02173,P2174,M,White,130
V02174,P2175,L,White,41
V02175,P2176,XL,Red,187
V02176,P2177,L,Red,149
V02177,P2178,XL,Red,197
V02178,P2179,M,Blue,87
V02179,P2180,S,White,64
V02180,P2181,L,Red,7
V02181,P2182,S,Black,83
V02182,P2183,XL,Blue,54
V02183,P2184,XL,Blue,14
V02184,P2185,XL,Blue,92
V02185,P2186,XL,White,29
V02186,P2187,M,White,188
V02187,P2188,M,Black,102
V02188,P2189,L,Black,88
V02189,P2190,M,Red,198
V02190,P9999,S,Red,150
V02191,P2192,S,Black,63
V02192,P2193,XL,Red,3
V02193,P2194,S,Red,13
V02194,P2195,XL,Black,33
V02195,P2196,M,Black,37
V02196,P2197,M,Black,41
V02197,P2198,S,Red,127
V02198,P2199,M,Red,46
V02199,P2200,L,Black,0
V02200,P2201,XL,Black,-5
V02201,P2202,XL,Blue,92
V02202,P2203,XL,Red,79
V02203,P2204,S,White,35
V02204,P2205,M,Blue,150
V02205,P2206,XL,White,24
V02206,P2207,XL,Blue,35
V02207,P2208,XL,Red,179
V02208,P2209,M,Red,159
V02209,P2210,M,White,138
V02210,P2211,M,White,110
V02211,P2212,L,White,119
V02212,P2213,M,Red,101
V02213,P2214,XL,White,131
V02214,P2215,M,White,98
V02215,P2216,S,Black,43
V02216,P2217,XL,Red,8
V02217,P2218,M,Blue,171
V02218,P2219,S,Blue,95
V02219,P2220,M,White,183
V02220,P9999,XL,White,68
V02221,P2222,XL,White,12
V02222,P2223,S,Black,27
V02223,P2224,XL,White,99
V02224,P2225,S,White,23
V02225,P2226,M,White,0
V02226,P2227,XL,Red,160
V02227,P2228,XL,Black,91
V02228,P2229,M,Blue,106
V02229,P2230,XL,White,34
V02230,P2231,XL,Black,98
V02231,P2232,XL,Blue,150
V02232,P2233,M,White,109
V02233,P2234,XL,Blue,90
V02234,P2235,XL,Red,12
V02235,P2236,M,Black,81
V02236,P2237,S,Blue,170
V02237,P2238,L,White,81
V02238,P2239,S,Red,119
V02239,P2240,XL,Black,114
V02240,P2241,XL,Black,93
V02241,P2242,M,Blue,124
V02242,P2243,S,Red,166
V02243,P2244,S,White,16
V02244,P2245,L,Blue,46
V02245,P2246,XL,White,101
V02246,P2247,M,Blue,160
V02247,P2248,S,Red,198
V02248,P2249,L,Red,116
V02249,P2250,XL,Red,149
V02250,P9999,M,White,-5
V02251,P2252,L,White,70
V02252,P2253,S,Blue,129
V02253,P2254,S,Red,183
V02254,P2255,XL,Black,101
V02255,P2256,S,Red,103
V02256,P2257,L,White,13
V02257,P2258,M,Black,144
V02258,P2259,L,Red,191
V02259,P2260,L,White,112
V02260,P2261,L,Blue,42
V02261,P2262,XL,Blue,49
V02262,P2263,S,Blue,153
V02263,P2264,S,Black,191
V02264,P2265,S,Red,102
V02265,P2266,S,White,45
V02266,P2267,L,White,112
V02267,P2268,XL,White,13
V02268,P2269,L,Black,95
V02269,P2270,S,Red,41
V02270,P2271,M,White,155
V02271,P2272,M,Black,1
V02272,P2273,L,Red,37
V02273,P2274,M,White,93
V02274,P2275,S,White,158
V02275,P2276,L,White,198
V02276,P2277,XL,White,74
V02277,P2278,L,Blue,0
V02278,P2279,M,Black,160
V02279,P2280,S,Blue,155
V02280,P9999,L,White,150
V02281,P2282,L,Red,87
V02282,P2283,L,Black,20
V02283,P2284,L,Red,110
V02284,P2285,M,Blue,111
V02285,P2286,L,Blue,34
V02286,P2287,XL,White,166
V02287,P2288,XL,Black,77
V02288,P2289,L,Blue,197
V02289,P2290,S,Red,91
V02290,P2291,XL,Red,100
V02291,P2292,XL,Red,66
V02292,P2293,XL,Black,83
V02293,P2294,S,Black,188
V02294,P2295,XL,Black,52
V02295,P2296,L,Black,145
V02296,P2297,M,White,104
V02297,P2298,L,Red,172
V02298,P2299,XL,Black,93
V02299,P2300,S,White,145
V02300,P2301,XL,Black,-5
V02301,P2302,XL,White,59
V02302,P2303,M,Red,82
V02303,P2304,M,Red,198
V02304,P2305,XL,White,114
V02305,P2306,M,Red,100
V02306,P2307,S,Red,4
V02307,P2308,L,White,44
V02308,P2309,XL,Blue,101
V02309,P2310,M,Black,22
V02310,P9999,XL,Black,149
V02311,P2312,S,Black,107
V02312,P2313,L,Blue,64
V02313,P2314,L,Blue,3
V02314,P2315,M,Blue,98
V02315,P2316,S,Black,132
V02316,P2317,S,Black,110
V02317,P2318,M,Black,85
V02318,P2319,M,Red,73
V02319,P2320,L,White,23
V02320,P2321,M,Blue,178
V02321,P2322,XL,Red,159
V02322,P2323,L,Black,149
V02323,P2324,S,Red,135
V02324,P2325,XL,Blue,21
V02325,P2326,S,White,79
V02326,P2327,M,Blue,185
V02327,P2328,M,Blue,118
V02328,P2329,L,White,12
V02329,P2330,M,White,164
V02330,P2331,M,Red,6
V02331,P2332,M,White,145
V02332,P2333,M,Red,148
V02333,P2334,XL,Blue,3
V02334,P2335,XL,Red,66
V02335,P2336,S,Blue,126
V02336,P2337,S,Blue,139
V02337,P2338,L,Red,188
V02338,P2339,S,Red,182
V02339,P2340,S,Black,8
V02340,P9999,L,Black,133
V02341,P2342,M,Blue,25
V02342,P2343,S,Red,43
V02343,P2344,L,White,173
V02344,P2345,S,Blue,71
V02345,P2346,M,White,199
V02346,P2347,XL,Blue,33
V02347,P2348,XL,Black,190
V02348,P2349,XL,Black,148
V02349,P2350,S,Black,86
V02350,P2351,L,White,-5
V02351,P2352,S,Blue,172
V02352,P2353,M,Black,140
V02353,P2354,M,Blue,192
V02354,P2355,S,Red,91
V02355,P2356,L,Blue,53
V02356,P2357,M,Red,12
V02357,P2358,M,Blue,30
V02358,P2359,M,Red,120
V02359,P2360,S,Red,133
V02360,P2361,XL,Red,133
V02361,P2362,M,Red,127
V02362,P2363,M,Blue,153
V02363,P2364,M,White,35
V02364,P2365,L,Blue,46
V02365,P2366,M,Red,155
V02366,P2367,S,Blue,108
V02367,P2368,L,White,186
V02368,P2369,L,Black,114
V02369,P2370,L,Black,151
V02370,P9999,S,Red,194
V02371,P2372,S,Black,69
V02372,P2373,L,Black,123
V02373,P2374,M,Black,10
V02374,P2375,M,Red,49
V02375,P2376,S,Red,116
V02376,P2377,XL,White,10
V02377,P2378,M,White,173
V02378,P2379,L,Red,101
V02379,P2380,S,Black,194
V02380,P2381,S,Black,99
V02381,P2382,M,White,101
V02382,P2383,L,White,108
V02383,P2384,L,White,148
V02384,P2385,S,Blue,142
V02385,P2386,M,Black,40
V02386,P2387,M,Blue,56
V02387,P2388,L,Black,16
V02388,P2389,XL,Red,16
V02389,P2390,L,Black,161
V02390,P2391,XL,Blue,175
V02391,P2392,XL,Black,88
V02392,P2393,S,White,144
V02393,P2394,L,Blue,9
V02394,P2395,L,White,190
V02395,P2396,M,Red,89
V02396,P2397,XL,Black,47
V02397,P2398,L,White,58
V02398,P2399,S,Blue,13
V02399,P2400,S,Blue,5
V02400,P9999,L,Black,-5
V02401,P2402,M,Red,0
V02402,P2403,M,Red,91
V02403,P2404,XL,Black,54
V02404,P2405,S,Black,199
V02405,P2406,M,White,135
V02406,P2407,M,Red,98
V02407,P2408,XL,Blue,150
V02408,P2409,L,Blue,130
V02409,P2410,M,White,150
V02410,P2411,L,Blue,86
V02411,P2412,S,White,102
V02412,P2413,M,Black,183
V02413,P2414,S,White,131
V02414,P2415,M,Red,28
V02415,P2416,L,Blue,155
V02416,P2417,S,Black,0
V02417,P2418,M,Black,118
V02418,P2419,M,Black,67
V02419,P2420,L,Black,154
V02420,P2421,S,Blue,186
V02421,P2422,XL,White,144
V02422,P2423,XL,White,110
V02423,P2424,S,Black,19
V02424,P2425,XL,Blue,55
V02425,P2426,S,Black,157
V02426,P2427,L,Red,171
V02427,P2428,S,White,99
V02428,P2429,XL,White,111
V02429,P2430,S,Blue,136
V02430,P9999,S,White,111
V02431,P2432,L,Blue,42
V02432,P2433,L,Red,11
V02433,P2434,XL,Black,69
V02434,P2435,XL,Blue,67
V02435,P2436,XL,Black,179
V02436,P2437,L,Black,71
V02437,P2438,M,Blue,4
V02438,P2439,XL,Black,199
V02439,P2440,S,Blue,35
V02440,P2441,L,Black,18
V02441,P2442,L,White,16
V02442,P2443,L,Red,146
V02443,P2444,S,White,169
V02444,P2445,XL,Black,116
V02445,P2446,S,Black,151
V02446,P2447,XL,Blue,195
V02447,P2448,M,Red,181
V02448,P2449,L,Red,164
V02449,P2450,L,Red,19
V02450,P2451,XL,Blue,-5
V02451,P2452,M,Red,61
V02452,P2453,S,Black,197
V02453,P2454,M,Black,192
V02454,P2455,S,Black,74
V02455,P2456,M,Red,98
V02456,P2457,M,Black,127
V02457,P2458,S,Blue,106
V02458,P2459,XL,Red,179
V02459,P2460,L,Black,9
V02460,P9999,S,Red,151
V02461,P2462,L,Black,143
V02462,P2463,XL,White,74
V02463,P2464,S,White,106
V02464,P2465,M,White,17
V02465,P2466,M,Black,57
V02466,P2467,XL,Black,92
V02467,P2468,XL,Blue,163
V02468,P2469,L,White,66
V02469,P2470,XL,Black,151
V02470,P2471,L,Blue,56
V02471,P2472,L,Black,1
V02472,P2473,M,Black,13
V02473,P2474,M,White,92
V02474,P2475,XL,Red,60
V02475,P2476,M,White,136
V02476,P2477,M,White,127
V02477,P2478,S,White,188
V02478,P2479,S,Blue,87
V02479,P2480,L,Red,112
V02480,P2481,L,Blue,6
V02481,P2482,S,Blue,20
V02482,P2483,XL,Red,48
V02483,P2484,XL,Black,44
V02484,P2485,S,Black,160
V02485,P2486,M,White,173
V02486,P2487,S,Blue,100
V02487,P2488,L,White,113
V02488,P2489,L,Black,55
V02489,P2490,M,Red,116
V02490,P9999,S,Black,117
V02491,P2492,L,Blue,193
V02492,P2493,XL,White,170
V02493,P2494,XL,White,169
V02494,P2495,S,Black,158
V02495,P2496,M,Red,34
V02496,P2497,M,Black,38
V02497,P2498,S,Red,59
V02498,P2499,L,Red,28
V02499,P2500,L,White,79
V02500,P2501,XL,Black,-5
V02501,P2502,S,Black,76
V02502,P2503,XL,Red,20
V02503,P2504,M,Black,69
V02504,P2505,L,Black,75
V02505,P2506,S,Blue,3
V02506,P2507,M,White,37
V02507,P2508,L,Black,13
V02508,P2509,XL,Black,51
V02509,P2510,S,Black,69
V02510,P2511,S,Black,154
V02511,P2512,M,Blue,84
V02512,P2513,XL,Red,66
V02513,P2514,XL,Blue,46
V02514,P2515,M,White,37
V02515,P2516,L,Blue,70
V02516,P2517,XL,Blue,136
V02517,P2518,S,White,127
V02518,P2519,L,Blue,7
V02519,P2520,S,White,38
V02520,P9999,M,Blue,108
V02521,P2522,M,Black,147
V02522,P2523,S,Black,139
V02523,P2524,L,Red,60
V02524,P2525,XL,White,159
V02525,P2526,L,White,109
V02526,P2527,XL,Black,185
V02527,P2528,S,Red,77
V02528,P2529,S,White,30
V02529,P2530,S,Blue,39
V02530,P2531,M,Black,32
V02531,P2532,S,Black,164
V02532,P2533,S,Red,19
V02533,P2534,S,Blue,46
V02534,P2535,XL,Blue,128
V02535,P2536,L,Black,77
V02536,P2537,M,White,98
V02537,P2538,M,White,97
V02538,P2539,L,Blue,50
V02539,P2540,XL,White,130
V02540,P2541,L,Blue,27
V02541,P2542,XL,Red,66
V02542,P2543,S,Blue,110
V02543,P2544,XL,White,95
V02544,P2545,M,White,128
V02545,P2546,L,Red,172
V02546,P2547,M,Red,160
V02547,P2548,XL,Red,0
V02548,P2549,L,Blue,37
V02549,P2550,L,Red,51
V02550,P9999,S,White,-5
V02551,P2552,L,Black,3
V02552,P2553,XL,Black,175
V02553,P2554,S,White,91
V02554,P2555,L,Red,98
V02555,P2556,XL,Blue,92
V02556,P2557,S,Red,164
V02557,P2558,S,Red,84
V02558,P2559,XL,White,179
V02559,P2560,S,White,66
V02560,P2561,L,White,66
V02561,P2562,XL,Black,1
V02562,P2563,M,Blue,121
V02563,P2564,L,White,162
V02564,P2565,XL,Blue,87
V02565,P2566,L,Blue,185
V02566,P2567,XL,White,143
V02567,P2568,M,White,112
V02568,P2569,XL,Red,19
V02569,P2570,L,White,176
V02570,P2571,S,Black,189
V02571,P2572,L,Blue,6
V02572,P2573,L,White,10
V02573,P2574,L,Black,170
V02574,P2575,XL,Black,29
V02575,P2576,XL,White,17
V02576,P2577,M,Black,16
V02577,P2578,S,White,9
V02578,P2579,XL,Black,5
V02579,P2580,S,Red,176
V02580,P9999,S,White,165
V02581,P2582,L,Red,69
V02582,P2583,S,Blue,11
V02583,P2584,M,Black,58
V02584,P2585,XL,Red,136
V02585,P2586,L,White,55
V02586,P2587,L,White,6
V02587,P2588,XL,Red,51
V02588,P2589,M,White,8
V02589,P2590,XL,Black,97
V02590,P2591,XL,Red,9
V02591,P2592,XL,Blue,194
V02592,P2593,XL,White,30
V02593,P2594,XL,White,100
V02594,P2595,L,White,146
V02595,P2596,M,White,90
V02596,P2597,L,White,0
V02597,P2598,L,Blue,14
V02598,P2599,M,Red,64
V02599,P2600,S,Red,132
V02600,P2601,S,Red,-5
V02601,P2602,L,Black,125
V02602,P2603,XL,Black,43
V02603,P2604,L,Black,182
V02604,P2605,M,White,181
V02605,P2606,S,Blue,152
V02606,P2607,L,White,79
V02607,P2608,XL,Black,116
V02608,P2609,S,Black,17
V02609,P2610,L,White,110
V02610,P9999,XL,White,0
V02611,P2612,M,White,18
V02612,P2613,XL,Black,122
V02613,P2614,L,Red,67
V02614,P2615,L,Red,109
V02615,P2616,L,White,166
V02616,P2617,S,White,158
V02617,P2618,XL,Red,75
V02618,P2619,XL,Blue,182
V02619,P2620,XL,Red,26
V02620,P2621,S,Blue,54
V02621,P2622,M,Blue,153
V02622,P2623,M,Black,182
V02623,P2624,S,Red,193
V02624,P2625,L,White,98
V02625,P2626,L,Black,120
V02626,P2627,S,Black,32
V02627,P2628,M,Blue,31
V02628,P2629,XL,White,90
V02629,P2630,L,Red,74
V02630,P2631,S,Blue,124
V02631,P2632,XL,Red,174
V02632,P2633,M,White,188
V02633,P2634,XL,Blue,70
V02634,P2635,S,Black,54
V02635,P2636,XL,Black,162
V02636,P2637,M,Black,76
V02637,P2638,S,Red,39
V02638,P2639,L,Red,84
V02639,P2640,L,Blue,175
V02640,P9999,L,White,100
V02641,P2642,M,Black,118
V02642,P2643,XL,Blue,195
V02643,P2644,L,Red,33
V02644,P2645,M,Blue,1
V02645,P2646,S,Blue,33
V02646,P2647,XL,Blue,100
V02647,P2648,L,Black,186
V02648,P2649,M,Blue,134
V02649,P2650,M,Black,149
V02650,P2651,S,Blue,-5
V02651,P2652,S,Black,44
V02652,P2653,M,Red,162
V02653,P2654,L,White,111
V02654,P2655,M,Black,81
V02655,P2656,S,Black,78
V02656,P2657,M,White,45
V02657,P2658,L,Red,34
V02658,P2659,L,Red,115
V02659,P2660,XL,White,125
V02660,P2661,L,Blue,117
V02661,P2662,S,Blue,32
V02662,P2663,XL,Black,76
V02663,P2664,L,White,124
V02664,P2665,L,Black,194
V02665,P2666,S,Blue,89
V02666,P2667,L,Black,126
V02667,P2668,S,Blue,106
V02668,P2669,M,Red,121
V02669,P2670,S,Black,108
V02670,P9999,L,Black,6
V02671,P2672,L,Red,9
V02672,P2673,S,Red,91
V02673,P2674,L,Black,179
V02674,P2675,L,Black,19
V02675,P2676,M,Blue,42
V02676,P2677,L,Red,120
V02677,P2678,S,Red,120
V02678,P2679,XL,White,159
V02679,P2680,S,Blue,39
V02680,P2681,M,Blue,48
V02681,P2682,XL,White,148
V02682,P2683,XL,Blue,191
V02683,P2684,S,Black,61
V02684,P2685,XL,Blue,170
V02685,P2686,S,Blue,192
V02686,P2687,XL,Blue,21
V02687,P2688,M,Black,53
V02688,P2689,L,Black,4
V02689,P2690,M,Red,162
V02690,P2691,S,Blue,109
V02691,P2692,XL,Red,79
V02692,P2693,S,Red,90
V02693,P2694,L,Blue,142
V02694,P2695,M,White,4
V02695,P2696,M,White,75
V02696,P2697,S,Red,196
V02697,P2698,XL,White,22
V02698,P2699,XL,White,37
V02699,P2700,S,Blue,76
V02700,P9999,XL,Blue,-5
V02701,P2702,L,Black,48
V02702,P2703,XL,Blue,150
V02703,P2704,M,Red,180
V02704,P2705,S,Black,34
V02705,P2706,L,White,119
V02706,P2707,M,White,117
V02707,P2708,M,Blue,119
V02708,P2709,L,Red,148
V02709,P2710,XL,Red,91
V02710,P2711,S,Red,84
V02711,P2712,XL,Black,56
V02712,P2713,XL,Red,158
V02713,P2714,L,Black,37
V02714,P2715,S,White,193
V02715,P2716,XL,Blue,144
V02716,P2717,XL,Blue,73
V02717,P2718,M,Blue,146
V02718,P2719,XL,Black,178
V02719,P2720,S,Red,78
V02720,P2721,S,Blue,169
V02721,P2722,M,Blue,68
V02722,P2723,L,Blue,124
V02723,P2724,M,Blue,78
V02724,P2725,M,White,83
V02725,P2726,XL,Red,31
V02726,P2727,M,Red,160
V02727,P2728,XL,Black,41
V02728,P2729,XL,White,196
V02729,P2730,S,Blue,80
V02730,P9999,XL,Red,155
V02731,P2732,M,Blue,60
V02732,P2733,S,Blue,39
V02733,P2734,M,White,128
V02734,P2735,L,Blue,66
V02735,P2736,S,Black,45
V02736,P2737,S,White,154
V02737,P2738,XL,White,72
V02738,P2739,M,Black,40
V02739,P2740,S,Blue,151
V02740,P2741,M,White,94
V02741,P2742,L,Red,157
V02742,P2743,L,White,12
V02743,P2744,M,Red,110
V02744,P2745,M,White,33
